session,bbid,ward,alderperson,vote
2018-2019,76,23,Joseph Vaccaro,Aye
2018-2019,76,24,Scott Ogilvie,Aye
2018-2019,76,25,Shane Cohn,Aye
2018-2019,76,26,Frank Williamson,Aye
2018-2019,76,27,Pam Boyd,Aye
2018-2019,76,28,Heather Navarro,Aye
2018-2019,76,President,Lewis E Reed,Aye
2018-2019,76,21,John Collins-Muhammad,Did Not Vote
2018-2019,76,2,Lisa Middlebrook,Absent
2018-2019,76,4,Samuel L Moore,Absent
2018-2019,76,10,Joseph Vollmer,Absent
2018-2019,76,16,Tom Oldenburg,Absent
2018-2019,77,1,Sharon Tyus,Aye
2018-2019,77,3,Brandon Bosley,Aye
2018-2019,77,5,Tammika Hubbard,Aye
2018-2019,77,6,Christine Ingrassia,Aye
2018-2019,77,7,Jack Coatar,Aye
2018-2019,77,8,Annie Rice,Aye
2018-2019,77,9,Dan Guenther,Aye
2018-2019,77,11,Sarah Martin,Aye
2018-2019,77,12,Larry Arnowitz,Aye
2018-2019,77,13,Beth Murphy,Aye
2018-2019,77,14,Carol Howard,Aye
2018-2019,77,15,Megan E. Green,Aye
2018-2019,77,17,Joseph D Roddy,Aye
2018-2019,77,18,Terry Kennedy,Aye
2018-2019,77,19,Marlene E Davis,Aye
2018-2019,77,20,Cara Spencer,Aye
2018-2019,77,22,Jeffrey L Boyd,Aye
2018-2019,77,23,Joseph Vaccaro,Aye
2018-2019,77,24,Scott Ogilvie,Aye
2018-2019,77,25,Shane Cohn,Aye
2018-2019,77,26,Frank Williamson,Aye
2018-2019,77,27,Pam Boyd,Aye
2018-2019,77,28,Heather Navarro,Aye
2018-2019,77,President,Lewis E Reed,Aye
2018-2019,77,21,John Collins-Muhammad,Did Not Vote
2018-2019,77,2,Lisa Middlebrook,Absent
2018-2019,77,4,Samuel L Moore,Absent
2018-2019,77,10,Joseph Vollmer,Absent
2018-2019,77,16,Tom Oldenburg,Absent
2018-2019,86,1,Sharon Tyus,Aye
2018-2019,86,3,Brandon Bosley,Aye
2018-2019,86,5,Tammika Hubbard,Aye
2018-2019,86,6,Christine Ingrassia,Aye
2018-2019,86,7,Jack Coatar,Aye
2018-2019,86,8,Annie Rice,Aye
2018-2019,86,9,Dan Guenther,Aye
2018-2019,86,11,Sarah Martin,Aye
2018-2019,86,12,Larry Arnowitz,Aye
2018-2019,86,13,Beth Murphy,Aye
2018-2019,86,14,Carol Howard,Aye
2018-2019,86,15,Megan E. Green,Aye
2018-2019,86,17,Joseph D Roddy,Aye
2018-2019,86,18,Terry Kennedy,Aye
2018-2019,86,19,Marlene E Davis,Aye
2018-2019,86,20,Cara Spencer,Aye
2018-2019,86,22,Jeffrey L Boyd,Aye
2018-2019,86,23,Joseph Vaccaro,Aye
2018-2019,86,24,Scott Ogilvie,Aye
2018-2019,86,25,Shane Cohn,Aye
2018-2019,86,26,Frank Williamson,Aye
2018-2019,86,27,Pam Boyd,Aye
2018-2019,86,28,Heather Navarro,Aye
2018-2019,86,President,Lewis E Reed,Aye
2018-2019,86,21,John Collins-Muhammad,Did Not Vote
2018-2019,86,2,Lisa Middlebrook,Absent
2018-2019,86,4,Samuel L Moore,Absent
2018-2019,86,10,Joseph Vollmer,Absent
2018-2019,86,16,Tom Oldenburg,Absent
2018-2019,48,1,Sharon Tyus,Aye
2018-2019,48,3,Brandon Bosley,Aye
2018-2019,48,5,Tammika Hubbard,Aye
2018-2019,48,6,Christine Ingrassia,Aye
2018-2019,48,7,Jack Coatar,Aye
2018-2019,48,8,Annie Rice,Aye
2018-2019,48,9,Dan Guenther,Aye
2018-2019,48,10,Joseph Vollmer,Aye
2018-2019,48,11,Sarah Martin,Aye
2018-2019,48,12,Larry Arnowitz,Aye
2018-2019,48,13,Beth Murphy,Aye
2018-2019,48,14,Carol Howard,Aye
2018-2019,48,15,Megan E. Green,Aye
2018-2019,48,16,Tom Oldenburg,Aye
2018-2019,48,18,Terry Kennedy,Aye
2018-2019,48,19,Marlene E Davis,Aye
2018-2019,48,20,Cara Spencer,Aye
2018-2019,48,23,Joseph Vaccaro,Aye
2018-2019,48,25,Shane Cohn,Aye
2018-2019,48,26,Frank Williamson,Aye
2018-2019,48,28,Heather Navarro,Aye
2018-2019,48,President,Lewis E Reed,Aye
2018-2019,48,17,Joseph D Roddy,Did Not Vote
2018-2019,48,21,John Collins-Muhammad,Did Not Vote
2018-2019,48,22,Jeffrey L Boyd,Did Not Vote
2018-2019,48,24,Scott Ogilvie,Did Not Vote
2018-2019,48,2,Lisa Middlebrook,Absent
2018-2019,48,4,Samuel L Moore,Absent
2018-2019,48,27,Pam Boyd,Absent
2018-2019,50,1,Sharon Tyus,Aye
2018-2019,50,3,Brandon Bosley,Aye
2018-2019,50,5,Tammika Hubbard,Aye
2018-2019,50,6,Christine Ingrassia,Aye
2018-2019,50,7,Jack Coatar,Aye
2018-2019,50,8,Annie Rice,Aye
2018-2019,50,9,Dan Guenther,Aye
2018-2019,50,10,Joseph Vollmer,Aye
2018-2019,50,11,Sarah Martin,Aye
2018-2019,50,12,Larry Arnowitz,Aye
2018-2019,50,13,Beth Murphy,Aye
2018-2019,50,14,Carol Howard,Aye
2018-2019,50,15,Megan E. Green,Aye
2018-2019,50,16,Tom Oldenburg,Aye
2018-2019,50,18,Terry Kennedy,Aye
2018-2019,50,19,Marlene E Davis,Aye
2018-2019,50,20,Cara Spencer,Aye
2018-2019,50,23,Joseph Vaccaro,Aye
2018-2019,50,25,Shane Cohn,Aye
2018-2019,50,26,Frank Williamson,Aye
2018-2019,50,28,Heather Navarro,Aye
2018-2019,50,President,Lewis E Reed,Aye
2018-2019,50,17,Joseph D Roddy,Did Not Vote
2018-2019,50,21,John Collins-Muhammad,Did Not Vote
2018-2019,50,22,Jeffrey L Boyd,Did Not Vote
2018-2019,50,24,Scott Ogilvie,Did Not Vote
2018-2019,50,2,Lisa Middlebrook,Absent
2018-2019,50,4,Samuel L Moore,Absent
2018-2019,50,27,Pam Boyd,Absent
2018-2019,69,1,Sharon Tyus,Aye
2018-2019,69,2,Lisa Middlebrook,Aye
2018-2019,69,3,Brandon Bosley,Aye
2018-2019,69,5,Tammika Hubbard,Aye
2018-2019,69,8,Annie Rice,Aye
2018-2019,69,9,Dan Guenther,Aye
2018-2019,69,10,Joseph Vollmer,Aye
2018-2019,69,12,Larry Arnowitz,Aye
2018-2019,69,13,Beth Murphy,Aye
2018-2019,69,15,Megan E. Green,Aye
2018-2019,69,16,Tom Oldenburg,Aye
2018-2019,69,17,Joseph D Roddy,Aye
2018-2019,69,19,Marlene E Davis,Aye
2018-2019,69,20,Cara Spencer,Aye
2018-2019,69,21,John Collins-Muhammad,Aye
2018-2019,69,22,Jeffrey L Boyd,Aye
2018-2019,69,23,Joseph Vaccaro,Aye
2018-2019,69,24,Scott Ogilvie,Aye
2018-2019,69,25,Shane Cohn,Aye
2018-2019,69,26,Frank Williamson,Aye
2018-2019,69,27,Pam Boyd,Aye
2018-2019,69,28,Heather Navarro,Aye
2018-2019,69,President,Lewis E Reed,Aye
2018-2019,69,18,Terry Kennedy,Did Not Vote
2018-2019,69,4,Samuel L Moore,Absent
2018-2019,69,6,Christine Ingrassia,Absent
2018-2019,69,7,Jack Coatar,Absent
2018-2019,69,11,Sarah Martin,Absent
2018-2019,69,14,Carol Howard,Absent
2018-2019,47,1,Sharon Tyus,Aye
2018-2019,47,2,Lisa Middlebrook,Aye
2018-2019,47,5,Tammika Hubbard,Aye
2018-2019,47,6,Christine Ingrassia,Aye
2018-2019,47,7,Jack Coatar,Aye
2018-2019,47,8,Annie Rice,Aye
2018-2019,47,9,Dan Guenther,Aye
2018-2019,47,10,Joseph Vollmer,Aye
2018-2019,47,12,Larry Arnowitz,Aye
2018-2019,47,13,Beth Murphy,Aye
2018-2019,47,15,Megan E. Green,Aye
2018-2019,47,16,Tom Oldenburg,Aye
2018-2019,47,17,Joseph D Roddy,Aye
2018-2019,47,18,Terry Kennedy,Aye
2018-2019,47,19,Marlene E Davis,Aye
2018-2019,47,20,Cara Spencer,Aye
2018-2019,47,21,John Collins-Muhammad,Aye
2018-2019,47,22,Jeffrey L Boyd,Aye
2018-2019,47,23,Joseph Vaccaro,Aye
2018-2019,47,24,Scott Ogilvie,Aye
2018-2019,47,25,Shane Cohn,Aye
2018-2019,47,26,Frank Williamson,Aye
2018-2019,47,28,Heather Navarro,Aye
2018-2019,47,President,Lewis E Reed,Aye
2018-2019,47,4,Samuel L Moore,Did Not Vote
2018-2019,47,11,Sarah Martin,Did Not Vote
2018-2019,47,3,Brandon Bosley,Absent
2018-2019,47,14,Carol Howard,Absent
2018-2019,47,27,Pam Boyd,Absent
2018-2019,49,1,Sharon Tyus,Aye
2018-2019,49,2,Lisa Middlebrook,Aye
2018-2019,49,5,Tammika Hubbard,Aye
2018-2019,49,6,Christine Ingrassia,Aye
2018-2019,49,7,Jack Coatar,Aye
2018-2019,49,8,Annie Rice,Aye
2018-2019,49,9,Dan Guenther,Aye
2018-2019,49,10,Joseph Vollmer,Aye
2018-2019,49,12,Larry Arnowitz,Aye
2018-2019,49,13,Beth Murphy,Aye
2018-2019,49,15,Megan E. Green,Aye
2018-2019,49,16,Tom Oldenburg,Aye
2018-2019,49,17,Joseph D Roddy,Aye
2018-2019,49,18,Terry Kennedy,Aye
2018-2019,49,19,Marlene E Davis,Aye
2018-2019,49,20,Cara Spencer,Aye
2018-2019,49,21,John Collins-Muhammad,Aye
2018-2019,49,22,Jeffrey L Boyd,Aye
2018-2019,49,23,Joseph Vaccaro,Aye
2018-2019,49,24,Scott Ogilvie,Aye
2018-2019,49,25,Shane Cohn,Aye
2018-2019,49,26,Frank Williamson,Aye
2018-2019,49,28,Heather Navarro,Aye
2018-2019,49,President,Lewis E Reed,Aye
2018-2019,49,4,Samuel L Moore,Did Not Vote
2018-2019,49,11,Sarah Martin,Did Not Vote
2018-2019,49,3,Brandon Bosley,Absent
2018-2019,49,14,Carol Howard,Absent
2018-2019,49,27,Pam Boyd,Absent
2018-2019,63,1,Sharon Tyus,Aye
2018-2019,63,2,Lisa Middlebrook,Aye
2018-2019,63,5,Tammika Hubbard,Aye
2018-2019,63,6,Christine Ingrassia,Aye
2018-2019,63,7,Jack Coatar,Aye
2018-2019,63,8,Annie Rice,Aye
2018-2019,63,9,Dan Guenther,Aye
2018-2019,63,10,Joseph Vollmer,Aye
2018-2019,63,12,Larry Arnowitz,Aye
2018-2019,63,13,Beth Murphy,Aye
2018-2019,63,15,Megan E. Green,Aye
2018-2019,63,16,Tom Oldenburg,Aye
2018-2019,63,17,Joseph D Roddy,Aye
2018-2019,63,18,Terry Kennedy,Aye
2018-2019,63,19,Marlene E Davis,Aye
2018-2019,63,20,Cara Spencer,Aye
2018-2019,63,21,John Collins-Muhammad,Aye
2018-2019,63,22,Jeffrey L Boyd,Aye
2018-2019,63,23,Joseph Vaccaro,Aye
2018-2019,63,24,Scott Ogilvie,Aye
2018-2019,63,25,Shane Cohn,Aye
2018-2019,63,26,Frank Williamson,Aye
2018-2019,63,28,Heather Navarro,Aye
2018-2019,63,President,Lewis E Reed,Aye
2018-2019,63,4,Samuel L Moore,Did Not Vote
2018-2019,63,11,Sarah Martin,Did Not Vote
2018-2019,63,3,Brandon Bosley,Absent
2018-2019,63,14,Carol Howard,Absent
2018-2019,63,27,Pam Boyd,Absent
2018-2019,2,2,Lisa Middlebrook,Aye
2018-2019,2,3,Brandon Bosley,Aye
2018-2019,2,6,Christine Ingrassia,Aye
2018-2019,2,7,Jack Coatar,Aye
2018-2019,2,8,Annie Rice,Aye
2018-2019,2,9,Dan Guenther,Aye
2018-2019,2,10,Joseph Vollmer,Aye
2018-2019,2,11,Sarah Martin,Aye
2018-2019,2,12,Larry Arnowitz,Aye
2018-2019,2,14,Carol Howard,Aye
2018-2019,2,15,Megan E. Green,Aye
2018-2019,2,16,Tom Oldenburg,Aye
2018-2019,2,17,Joseph D Roddy,Aye
2018-2019,2,18,Terry Kennedy,Aye
2018-2019,2,19,Marlene E Davis,Aye
2018-2019,2,20,Cara Spencer,Aye
2018-2019,2,22,Jeffrey L Boyd,Aye
2018-2019,2,23,Joseph Vaccaro,Aye
2018-2019,2,24,Scott Ogilvie,Aye
2018-2019,2,25,Shane Cohn,Aye
2018-2019,2,26,Frank Williamson,Aye
2018-2019,2,27,Pam Boyd,Aye
2018-2019,2,28,Heather Navarro,Aye
2018-2019,2,President,Lewis E Reed,Aye
2018-2019,2,21,John Collins-Muhammad,Did Not Vote
2018-2019,2,1,Sharon Tyus,Absent
2018-2019,2,4,Samuel L Moore,Absent
2018-2019,2,5,Tammika Hubbard,Absent
2018-2019,2,13,Beth Murphy,Absent
2018-2019,3,2,Lisa Middlebrook,Aye
2018-2019,3,3,Brandon Bosley,Aye
2018-2019,3,6,Christine Ingrassia,Aye
2018-2019,3,7,Jack Coatar,Aye
2018-2019,3,8,Annie Rice,Aye
2018-2019,3,9,Dan Guenther,Aye
2018-2019,3,10,Joseph Vollmer,Aye
2018-2019,3,11,Sarah Martin,Aye
2018-2019,3,12,Larry Arnowitz,Aye
2018-2019,3,14,Carol Howard,Aye
2018-2019,3,15,Megan E. Green,Aye
2018-2019,3,16,Tom Oldenburg,Aye
2018-2019,3,17,Joseph D Roddy,Aye
2018-2019,3,18,Terry Kennedy,Aye
2018-2019,3,19,Marlene E Davis,Aye
2018-2019,3,20,Cara Spencer,Aye
2018-2019,3,22,Jeffrey L Boyd,Aye
2018-2019,3,23,Joseph Vaccaro,Aye
2018-2019,3,24,Scott Ogilvie,Aye
2018-2019,3,25,Shane Cohn,Aye
2018-2019,3,26,Frank Williamson,Aye
2018-2019,3,27,Pam Boyd,Aye
2018-2019,3,28,Heather Navarro,Aye
2018-2019,3,President,Lewis E Reed,Aye
2018-2019,3,21,John Collins-Muhammad,Did Not Vote
2018-2019,3,1,Sharon Tyus,Absent
2018-2019,3,4,Samuel L Moore,Absent
2018-2019,3,5,Tammika Hubbard,Absent
2018-2019,3,13,Beth Murphy,Absent
2018-2019,27,2,Lisa Middlebrook,Aye
2018-2019,27,3,Brandon Bosley,Aye
2018-2019,27,6,Christine Ingrassia,Aye
2018-2019,27,7,Jack Coatar,Aye
2018-2019,27,8,Annie Rice,Aye
2018-2019,27,9,Dan Guenther,Aye
2018-2019,27,10,Joseph Vollmer,Aye
2018-2019,27,11,Sarah Martin,Aye
2018-2019,27,12,Larry Arnowitz,Aye
2018-2019,27,14,Carol Howard,Aye
2018-2019,27,15,Megan E. Green,Aye
2018-2019,27,16,Tom Oldenburg,Aye
2018-2019,27,17,Joseph D Roddy,Aye
2018-2019,27,18,Terry Kennedy,Aye
2018-2019,27,19,Marlene E Davis,Aye
2018-2019,27,20,Cara Spencer,Aye
2018-2019,27,22,Jeffrey L Boyd,Aye
2018-2019,27,23,Joseph Vaccaro,Aye
2018-2019,27,24,Scott Ogilvie,Aye
2018-2019,27,25,Shane Cohn,Aye
2018-2019,27,26,Frank Williamson,Aye
2018-2019,27,27,Pam Boyd,Aye
2018-2019,27,28,Heather Navarro,Aye
2018-2019,27,President,Lewis E Reed,Aye
2018-2019,27,21,John Collins-Muhammad,Did Not Vote
2018-2019,27,1,Sharon Tyus,Absent
2018-2019,27,4,Samuel L Moore,Absent
2018-2019,27,5,Tammika Hubbard,Absent
2018-2019,27,13,Beth Murphy,Absent
2018-2019,41,1,Sharon Tyus,Aye
2018-2019,41,2,Lisa Middlebrook,Aye
2018-2019,41,3,Brandon Bosley,Aye
2018-2019,41,6,Christine Ingrassia,Aye
2018-2019,41,7,Jack Coatar,Aye
2018-2019,41,8,Annie Rice,Aye
2018-2019,41,9,Dan Guenther,Aye
2018-2019,41,10,Joseph Vollmer,Aye
2018-2019,41,11,Sarah Martin,Aye
2018-2019,41,12,Larry Arnowitz,Aye
2018-2019,41,14,Carol Howard,Aye
2018-2019,41,15,Megan E. Green,Aye
2018-2019,41,16,Tom Oldenburg,Aye
2018-2019,41,17,Joseph D Roddy,Aye
2018-2019,41,18,Terry Kennedy,Aye
2018-2019,41,19,Marlene E Davis,Aye
2018-2019,41,20,Cara Spencer,Aye
2018-2019,41,21,John Collins-Muhammad,Aye
2018-2019,41,22,Jeffrey L Boyd,Aye
2018-2019,41,23,Joseph Vaccaro,Aye
2018-2019,41,24,Scott Ogilvie,Aye
2018-2019,41,25,Shane Cohn,Aye
2018-2019,41,26,Frank Williamson,Aye
2018-2019,41,27,Pam Boyd,Aye
2018-2019,41,28,Heather Navarro,Aye
2018-2019,41,President,Lewis E Reed,Aye
2018-2019,41,4,Samuel L Moore,Absent
2018-2019,41,5,Tammika Hubbard,Absent
2018-2019,41,13,Beth Murphy,Absent
2018-2019,45,1,Sharon Tyus,Aye
2018-2019,45,2,Lisa Middlebrook,Aye
2018-2019,45,3,Brandon Bosley,Aye
2018-2019,45,6,Christine Ingrassia,Aye
2018-2019,45,7,Jack Coatar,Aye
2018-2019,45,8,Annie Rice,Aye
2018-2019,45,9,Dan Guenther,Aye
2018-2019,45,10,Joseph Vollmer,Aye
2018-2019,45,11,Sarah Martin,Aye
2018-2019,45,12,Larry Arnowitz,Aye
2018-2019,45,14,Carol Howard,Aye
2018-2019,45,15,Megan E. Green,Aye
2018-2019,45,16,Tom Oldenburg,Aye
2018-2019,45,17,Joseph D Roddy,Aye
2018-2019,45,18,Terry Kennedy,Aye
2018-2019,45,19,Marlene E Davis,Aye
2018-2019,45,20,Cara Spencer,Aye
2018-2019,45,21,John Collins-Muhammad,Aye
2018-2019,45,22,Jeffrey L Boyd,Aye
2018-2019,45,23,Joseph Vaccaro,Aye
2018-2019,45,24,Scott Ogilvie,Aye
2018-2019,45,25,Shane Cohn,Aye
2018-2019,45,26,Frank Williamson,Aye
2018-2019,45,27,Pam Boyd,Aye
2018-2019,45,28,Heather Navarro,Aye
2018-2019,45,President,Lewis E Reed,Aye
2018-2019,45,4,Samuel L Moore,Absent
2018-2019,45,5,Tammika Hubbard,Absent
2018-2019,45,13,Beth Murphy,Absent
2018-2019,37,2,Lisa Middlebrook,Aye
2018-2019,37,3,Brandon Bosley,Aye
2018-2019,37,6,Christine Ingrassia,Aye
2018-2019,37,7,Jack Coatar,Aye
2018-2019,37,8,Annie Rice,Aye
2018-2019,37,9,Dan Guenther,Aye
2018-2019,37,10,Joseph Vollmer,Aye
2018-2019,37,11,Sarah Martin,Aye
2018-2019,37,12,Larry Arnowitz,Aye
2018-2019,37,13,Beth Murphy,Aye
2018-2019,37,14,Carol Howard,Aye
2018-2019,37,15,Megan E. Green,Aye
2018-2019,37,16,Tom Oldenburg,Aye
2018-2019,37,17,Joseph D Roddy,Aye
2018-2019,37,18,Terry Kennedy,Aye
2018-2019,37,19,Marlene E Davis,Aye
2018-2019,37,20,Cara Spencer,Aye
2018-2019,37,22,Jeffrey L Boyd,Aye
2018-2019,37,23,Joseph Vaccaro,Aye
2018-2019,37,24,Scott Ogilvie,Aye
2018-2019,37,25,Shane Cohn,Aye
2018-2019,37,27,Pam Boyd,Aye
2018-2019,37,28,Heather Navarro,Aye
2018-2019,37,President,Lewis E Reed,Aye
2018-2019,37,21,John Collins-Muhammad,Did Not Vote
2018-2019,37,26,Frank Williamson,Did Not Vote
2018-2019,37,1,Sharon Tyus,Absent
2018-2019,37,4,Samuel L Moore,Absent
2018-2019,37,5,Tammika Hubbard,Absent
2018-2019,35,2,Lisa Middlebrook,Aye
2018-2019,35,3,Brandon Bosley,Aye
2018-2019,35,6,Christine Ingrassia,Aye
2018-2019,35,7,Jack Coatar,Aye
2018-2019,35,8,Annie Rice,Aye
2018-2019,35,9,Dan Guenther,Aye
2018-2019,35,10,Joseph Vollmer,Aye
2018-2019,35,11,Sarah Martin,Aye
2018-2019,35,12,Larry Arnowitz,Aye
2018-2019,35,14,Carol Howard,Aye
2018-2019,35,15,Megan E. Green,Aye
2018-2019,35,16,Tom Oldenburg,Aye
2018-2019,35,17,Joseph D Roddy,Aye
2018-2019,35,18,Terry Kennedy,Aye
2018-2019,35,20,Cara Spencer,Aye
2018-2019,35,22,Jeffrey L Boyd,Aye
2018-2019,35,23,Joseph Vaccaro,Aye
2018-2019,35,24,Scott Ogilvie,Aye
2018-2019,35,25,Shane Cohn,Aye
2018-2019,35,27,Pam Boyd,Aye
2018-2019,35,28,Heather Navarro,Aye
2018-2019,35,President,Lewis E Reed,Aye
2018-2019,35,21,John Collins-Muhammad,Did Not Vote
2018-2019,35,26,Frank Williamson,Did Not Vote
2018-2019,35,19,Marlene E Davis,Present
2018-2019,35,1,Sharon Tyus,Absent
2018-2019,35,4,Samuel L Moore,Absent
2018-2019,35,5,Tammika Hubbard,Absent
2018-2019,35,13,Beth Murphy,Absent
2018-2019,42,1,Sharon Tyus,Aye
2018-2019,42,3,Brandon Bosley,Aye
2018-2019,42,5,Tammika Hubbard,Aye
2018-2019,42,6,Christine Ingrassia,Aye
2018-2019,42,7,Jack Coatar,Aye
2018-2019,42,8,Annie Rice,Aye
2018-2019,42,9,Dan Guenther,Aye
2018-2019,42,10,Joseph Vollmer,Aye
2018-2019,42,11,Sarah Martin,Aye
2018-2019,42,12,Larry Arnowitz,Aye
2018-2019,42,13,Beth Murphy,Aye
2018-2019,42,14,Carol Howard,Aye
2018-2019,42,15,Megan E. Green,Aye
2018-2019,42,16,Tom Oldenburg,Aye
2018-2019,42,17,Joseph D Roddy,Aye
2018-2019,42,18,Terry Kennedy,Aye
2018-2019,42,19,Marlene E Davis,Aye
2018-2019,42,20,Cara Spencer,Aye
2018-2019,42,22,Jeffrey L Boyd,Aye
2018-2019,42,23,Joseph Vaccaro,Aye
2018-2019,42,24,Scott Ogilvie,Aye
2018-2019,42,25,Shane Cohn,Aye
2018-2019,42,26,Frank Williamson,Aye
2018-2019,42,27,Pam Boyd,Aye
2018-2019,42,28,Heather Navarro,Aye
2018-2019,42,President,Lewis E Reed,Aye
2018-2019,42,2,Lisa Middlebrook,Absent
2018-2019,42,4,Samuel L Moore,Absent
2018-2019,42,21,John Collins-Muhammad,Absent
2018-2019,46,1,Sharon Tyus,Aye
2018-2019,46,3,Brandon Bosley,Aye
2018-2019,46,5,Tammika Hubbard,Aye
2018-2019,46,6,Christine Ingrassia,Aye
2018-2019,46,7,Jack Coatar,Aye
2018-2019,46,8,Annie Rice,Aye
2018-2019,46,9,Dan Guenther,Aye
2018-2019,46,10,Joseph Vollmer,Aye
2018-2019,46,11,Sarah Martin,Aye
2018-2019,46,12,Larry Arnowitz,Aye
2018-2019,46,13,Beth Murphy,Aye
2018-2019,46,14,Carol Howard,Aye
2018-2019,46,15,Megan E. Green,Aye
2018-2019,46,16,Tom Oldenburg,Aye
2018-2019,46,17,Joseph D Roddy,Aye
2018-2019,46,18,Terry Kennedy,Aye
2018-2019,46,19,Marlene E Davis,Aye
2018-2019,46,20,Cara Spencer,Aye
2018-2019,46,22,Jeffrey L Boyd,Aye
2018-2019,46,23,Joseph Vaccaro,Aye
2018-2019,46,24,Scott Ogilvie,Aye
2018-2019,46,25,Shane Cohn,Aye
2018-2019,46,26,Frank Williamson,Aye
2018-2019,46,27,Pam Boyd,Aye
2018-2019,46,28,Heather Navarro,Aye
2018-2019,46,President,Lewis E Reed,Aye
2018-2019,46,2,Lisa Middlebrook,Absent
2018-2019,46,4,Samuel L Moore,Absent
2018-2019,46,21,John Collins-Muhammad,Absent
2018-2019,43,1,Sharon Tyus,Aye
2018-2019,43,3,Brandon Bosley,Aye
2018-2019,43,5,Tammika Hubbard,Aye
2018-2019,43,6,Christine Ingrassia,Aye
2018-2019,43,7,Jack Coatar,Aye
2018-2019,43,8,Annie Rice,Aye
2018-2019,43,9,Dan Guenther,Aye
2018-2019,43,10,Joseph Vollmer,Aye
2018-2019,43,11,Sarah Martin,Aye
2018-2019,43,12,Larry Arnowitz,Aye
2018-2019,43,13,Beth Murphy,Aye
2018-2019,43,14,Carol Howard,Aye
2018-2019,43,15,Megan E. Green,Aye
2018-2019,43,16,Tom Oldenburg,Aye
2018-2019,43,17,Joseph D Roddy,Aye
2018-2019,43,18,Terry Kennedy,Aye
2018-2019,43,19,Marlene E Davis,Aye
2018-2019,43,20,Cara Spencer,Aye
2018-2019,43,22,Jeffrey L Boyd,Aye
2018-2019,43,23,Joseph Vaccaro,Aye
2018-2019,43,24,Scott Ogilvie,Aye
2018-2019,43,25,Shane Cohn,Aye
2018-2019,43,26,Frank Williamson,Aye
2018-2019,43,27,Pam Boyd,Aye
2018-2019,43,28,Heather Navarro,Aye
2018-2019,43,President,Lewis E Reed,Aye
2018-2019,43,2,Lisa Middlebrook,Absent
2018-2019,43,4,Samuel L Moore,Absent
2018-2019,43,21,John Collins-Muhammad,Absent
2018-2019,44,1,Sharon Tyus,Aye
2018-2019,44,3,Brandon Bosley,Aye
2018-2019,44,5,Tammika Hubbard,Aye
2018-2019,44,6,Christine Ingrassia,Aye
2018-2019,44,7,Jack Coatar,Aye
2018-2019,44,8,Annie Rice,Aye
2018-2019,44,9,Dan Guenther,Aye
2018-2019,44,10,Joseph Vollmer,Aye
2018-2019,44,11,Sarah Martin,Aye
2018-2019,44,12,Larry Arnowitz,Aye
2018-2019,44,13,Beth Murphy,Aye
2018-2019,44,14,Carol Howard,Aye
2018-2019,44,15,Megan E. Green,Aye
2018-2019,44,16,Tom Oldenburg,Aye
2018-2019,44,17,Joseph D Roddy,Aye
2018-2019,44,18,Terry Kennedy,Aye
2018-2019,44,19,Marlene E Davis,Aye
2018-2019,44,20,Cara Spencer,Aye
2018-2019,44,22,Jeffrey L Boyd,Aye
2018-2019,44,23,Joseph Vaccaro,Aye
2018-2019,44,24,Scott Ogilvie,Aye
2018-2019,44,25,Shane Cohn,Aye
2018-2019,44,26,Frank Williamson,Aye
2018-2019,44,27,Pam Boyd,Aye
2018-2019,44,28,Heather Navarro,Aye
2018-2019,44,President,Lewis E Reed,Aye
2018-2019,44,2,Lisa Middlebrook,Absent
2018-2019,44,4,Samuel L Moore,Absent
2018-2019,44,21,John Collins-Muhammad,Absent
2018-2019,4,1,Sharon Tyus,Aye
2018-2019,4,2,Lisa Middlebrook,Aye
2018-2019,4,3,Brandon Bosley,Aye
2018-2019,4,5,Tammika Hubbard,Aye
2018-2019,4,6,Christine Ingrassia,Aye
2018-2019,4,7,Jack Coatar,Aye
2018-2019,4,8,Annie Rice,Aye
2018-2019,4,9,Dan Guenther,Aye
2018-2019,4,10,Joseph Vollmer,Aye
2018-2019,4,11,Sarah Martin,Aye
2018-2019,4,12,Larry Arnowitz,Aye
2018-2019,4,14,Carol Howard,Aye
2018-2019,4,16,Tom Oldenburg,Aye
2018-2019,4,17,Joseph D Roddy,Aye
2018-2019,4,18,Terry Kennedy,Aye
2018-2019,4,19,Marlene E Davis,Aye
2018-2019,4,20,Cara Spencer,Aye
2018-2019,4,21,John Collins-Muhammad,Aye
2018-2019,4,23,Joseph Vaccaro,Aye
2018-2019,4,25,Shane Cohn,Aye
2018-2019,4,26,Frank Williamson,Aye
2018-2019,4,27,Pam Boyd,Aye
2018-2019,4,28,Heather Navarro,Aye
2018-2019,4,President,Lewis E Reed,Aye
2018-2019,4,4,Samuel L Moore,Absent
2018-2019,4,13,Beth Murphy,Absent
2018-2019,4,15,Megan E. Green,Absent
2018-2019,4,22,Jeffrey L Boyd,Absent
2018-2019,4,24,Scott Ogilvie,Absent
2018-2019,30,1,Sharon Tyus,Aye
2018-2019,30,2,Lisa Middlebrook,Aye
2018-2019,30,3,Brandon Bosley,Aye
2018-2019,30,5,Tammika Hubbard,Aye
2018-2019,30,6,Christine Ingrassia,Aye
2018-2019,30,7,Jack Coatar,Aye
2018-2019,30,8,Annie Rice,Aye
2018-2019,30,9,Dan Guenther,Aye
2018-2019,30,10,Joseph Vollmer,Aye
